105c38d6fdd894ae64941446d1f6af02,"Create your own character (with historical personalities) and lead the Soviet Union on that kind of way, which nobody could ever imagine.", 创 建 你 自 己 的 角 色 （ 具 有 历 史 人 物 特 性 ） ， 然 后 以 从 未 有 人 想 到 过 的 你 的 方 式 领 导 苏 联 吧 。
bc436ba887eab5f00101e1dce8ab267c,"While Romanov was in his Crimea residence, Gorbachev fenomenally quickly held the Party congress, where Gromyko in the last moment decided to support him and Grishin decided not to nominate himself. Now Mikhail can stop hiding his views under Lenin's quotations and reform the Union as he dreams.", 当 罗 曼 诺 夫 在 他 克 里 米 亚 的 住 宅 时 ， 米 · 戈 尔 巴 乔 夫 迅 速 召 开 了 党 代 会 ， 就 是 在 这 场 会 议 上 葛 罗 米 柯 在 最 后 时 刻 决 定 支 持 他 ， 而 格 里 申 放 弃 了 提 名 自 己 。 现 在 米 哈 伊 尔 可 以 停 止 在 列 宁 的 语 录 下 隐 藏 自 己 的 观 点 ， 并 按 照 他 的 梦 想 来 改 革 联 盟 。
5730d3f7fb4ec3c48a9b9a6504de5895,"After the beginning of reforms, which took place 9th May 1985, Chernenko not only restored Stalin's glory, but also extended trade unions' participation in economy, while promoting scientific progress and fight against western culture. Tikhonov and Grishin were finally removed from power and young Gorbachev became second most powerful person in the country and received support from the Party, after promising to continue Chernenko's policies. However, Romanov, who is the third secretary, is still powerful...", 在1985 年5 月9 日 开 始 的 改 革 后 ， 契 尔 年 科 不 仅 恢 复 了 斯 大 林 的 荣 誉 ， 而 且 拓 大 了 经 济 生 活 中 工 会 的 权 力 ， 同 时 他 还 推 动 科 学 的 发 展 ， 抵 制 西 方 文 化 入 侵 。 吉 洪 诺 夫 和 格 里 申 终 于 失 去 了 权 力 ， 年 富 力 强 的 戈 尔 巴 乔 夫 成 为 了 国 家 的 二 号 人 物 ， 在 他 承 诺 要 延 续 契 尔 年 科 的 政 策 后 他 还 获 得 了 广 大 党 员 的 支 持 。 不 过 ， 第 三 书 记 罗 曼 诺 夫 仍 有 相 当 的 能 量 …
f4c993786ceb55ec02451424555d20f6,"Gromyko hadn't succumbed to Gorbachev's promises and hadn't risked to support him, though, as before, he refused to nominate himself. Now it seems that changes won't disturb the Union... But will it be for long?", 葛 罗 米 柯 没 有 听 信 戈 尔 巴 乔 夫 的 保 证 也 没 有 冒 险 去 支 持 他 ， 但 是 他 仍 然 拒 绝 提 名 自 己 。 看 起 来 联 盟 的 现 状 仍 将 保 持 下 去 … 可 这 能 保 持 多 久 呢 ？
b183a128d2653c738e752eac50d16b96,"After the removal of reformers from the Party, Romanov refused from anti-alcohol campaign, continued Brezhnev's politics, while developing science in the country, especially space field, and supporting slow automatization. Some confrontation was present in foreign politics and Afghan war was still going on. And Gromyko decided to take action. Grishin and Ligachev supported him, and then the entire Politbureau was on his side. Criticized and accused of stagnation, Romanov had to retire.", 在 把 改 革 派 从 党 内 驱 除 后 ， 罗 曼 诺 夫 拒 绝 了 反 酒 精 运 动 ， 而 是 继 续 勃 列 日 涅 夫 的 政 策 ， 同 时 发 展 科 技 尤 其 是 太 空 方 面 的 ， 并 且 支 持 缓 慢 的 自 动 化 。 对 外 政 策 是 部 分 对 抗 ， 阿 富 汗 战 争 还 在 继 续 。 葛 罗 米 柯 决 定 采 取 行 动 ， 格 里 申 和 利 加 乔 夫 也 支 持 他 ， 随 后 整 个 政 治 局 都 支 持 他 了 。 罗 曼 诺 夫 被 批 评 并 且 被 指 控 停 滞 不 前 ， 他 只 好 退 休 了 。
a268990c2203c3b5bdf81d81d43f7501,Romanov decided not to go to his Palanga residence during Chernenko's sickness so Gromyko hadn't risked to take the responsibility for Gorbachev as for ruling the country. Grishin refused to nominate himself and Romanov with a small votes' superiority had headed the country., 罗 曼 诺 夫 决 定 在 契 尔 年 科 患 病 期 间 不 去 帕 兰 加 的 住 所 ， 所 以 葛 罗 米 柯 没 有 冒 险 让 戈 尔 巴 乔 夫 承 担 统 治 国 家 的 重 任 。 格 里 申 拒 绝 提 名 自 己 ， 这 样 罗 曼 诺 夫 以 微 弱 优 势 获 胜 ， 开 始 领 导 国 家 。
f9ccf1df6628c5f7d5943abd9cabde16,"After the removal of reformers from the Party, Romanov refused from anti-alcohol campaign, continued Brezhnev's politics, while developing science in the country, especially space field, and supporting slow automatization. Some confrontation was present in foreign politics and Afghan war was still going on. Tries of Ligachev and reformers to criticize Romanov led to their defeat. Politbureau supported Romanov.", 在 清 除 了 党 内 改 革 派 后 ， 罗 曼 诺 夫 拒 绝 了 禁 酒 运 动 ， 他 继 续 了 勃 列 日 涅 夫 的 政 策 ， 发 展 了 这 个 国 家 的 科 学 ， 尤 其 是 航 天 ， 并 支 持 缓 慢 的 自 动 化 。 外 交 上 则 出 现 了 一 些 与 西 方 的 摩 擦 ， 阿 富 汗 战 争 也 继 续 进 行 。 利 加 乔 夫 和 改 革 派 对 罗 曼 诺 夫 的 批 评 反 而 使 他 们 引 火 烧 身 。 政 治 局 支 持 罗 曼 诺 夫 。
1b753667e7a9341f6f4d28ab253c24ac,"Now, when Gromyko, Grishin's protector, is dead, we can declare that moderate conservative politics can't satisfy anybody. Weakening of influence in Afghanistan, failure of anti-alcohol campaign and the Acceleration, tries to restore Stalinism, unsuccessful detente - all of this is used against Grishin and his illness only makes it worse. When Grishin is sent to the hospital, Romanov, supported by progressivists and the head of the CSS Chebrikov, takes power.", 现 在 格 里 申 的 保 护 者 葛 罗 米 柯 去 世 了 ， 我 们 可 以 宣 称 温 和 派 和 保 守 派 的 政 策 不 能 让 所 有 人 满 意 。 对 阿 富 汗 的 影 响 力 下 降 、 反 酒 精 运 动 和 “ 加 速 战 略 ” 的 失 败 、 试 图 恢 复 斯 大 林 主 义 、 对 美 缓 和 的 失 败 ， 这 些 都 能 用 来 攻 击 格 里 申 ， 他 的 病 情 只 会 让 他 处 境 更 糟 。 随 着 格 里 申 被 送 去 医 院 ， 在 进 步 主 义 者 和 国 家 安 全 委 员 会 的 负 责 人 切 布 里 科 夫 的 支 持 下 ， 罗 曼 诺 夫 掌 握 了 权 力 。
4493db98c7cd035e6bdcefe42d364cc2,"After Tikhonov and Grishin were finally removed from power and Gorbachev took their place, he decided that there is no reason to worry and took a vacation, in order to celebrate his future assignment, which will surely happen after Chernenko's death. However, Chernenko is dying right now, giving chance for Romanov, who used support of Tikhonov and Grishin, negotiated with Gromyko and immediately organized Congress meeting.", 戈 尔 巴 乔 夫 在 战 胜 利 加 乔 夫 和 格 里 申 取 得 最 高 权 力 后 ， 他 觉 得 已 经 稳 了 ， 只 要 等 到 契 尔 年 科 去 世 他 就 能 顺 利 掌 权 ， 于 是 他 开 始 为 自 己 策 划 一 场 庆 祝 活 动 。 罗 曼 诺 夫 抓 住 了 契 尔 年 科 还 在 世 的 时 间 ， 争 取 到 了 利 加 乔 夫 和 格 里 申 的 支 持 ， 同 葛 罗 米 柯 谈 判 并 马 上 召 开 了 代 表 大 会 。
f43b7a17785ad09073124edc7e339bf7,"Gromyko and other Party members were unhappy with Gorbachev's reformation plans and Yakovlev's Rebuilding, which is harmful to the country. They had enough and while Gorbachev was a negotiating with Americans, urgent meeting of Politbureau took place in Moscow, Yakovlev was expelled from the CPSU and then the KGB agents (following the orders of Chebrikov, who supported Gromyko) arrested him for espionage. After Gorbachev's arrival the Party criticized him and expelled him.", 葛 罗 米 柯 和 其 他 党 员 对 戈 尔 巴 乔 夫 的 改 革 计 划 和 对 雅 科 夫 列 夫 的 改 革 表 示 不 满 ， 他 们 认 为 这 些 计 划 是 极 其 有 害 的 。 他 们 受 够 了 这 一 切 ， 当 戈 尔 巴 乔 夫 与 美 国 进 行 谈 判 时 在 莫 斯 科 举 行 了 政 治 局 紧 急 会 议 。 雅 科 夫 列 夫 被 开 除 出 苏 共 ， 然 后 克 格 勃 特 工 （ 听 从 支 持 葛 罗 米 柯 的 切 布 里 科 夫 的 命 令 ） 以 间 谍 活 动 为 名 逮 捕 了 他 。 戈 尔 巴 乔 夫 返 回 后 ， 他 受 到 党 的 批 评 并 被 开 除 。
4a3ed7734cc88a48e41a1d85c51aae7d,"In 1988 Gorbachev was the 2nd secretary and Ligachev was the head of personnel department and the 3rd secretary. But now, when Gromyko passed away, Ligachev called for an urgent meeting of Politbureau, while Gorbachev was in China. Ligachev was disappointed qith Gorbachev because of his ties with Yakovlev and reformers' wing, while he was also trying to evade retirement because of failure of the anti-alcohol campaign. Using the support of conservatives and moderates, Ligachev came to power.",1988 年 时 ， 戈 尔 巴 乔 夫 是 第 二 书 记 而 利 加 乔 夫 是 人 事 部 门 的 负 责 人 和 第 三 书 记 。 但 当 葛 罗 米 柯 去 世 时 ， 戈 尔 巴 乔 夫 还 在 中 国 ， 利 加 乔 夫 呼 吁 召 开 政 治 局 紧 急 会 议 。 利 加 乔 夫 不 满 于 戈 尔 巴 乔 夫 和 雅 科 夫 列 夫 等 改 革 派 的 联 合 ， 他 也 担 心 因 反 酒 精 运 动 失 败 而 退 休 ， 想 要 延 迟 退 休 。 在 保 守 派 和 温 和 派 的 支 持 下 ， 利 加 乔 夫 开 始 掌 权 。
3d9c99f02b9bbc71ab6d811a64683fa1,"Gromyko hadn't succumbed to Gorbachev's promises and hadn't risked to support him, though he listened to Party coleagues advices and nominated himself, having Grishin's support. And even Gorbachev understood that he won't gain anything and voted for him. Now Gromyko, who thinks that the Union needs reforms, but a moderate type, is ready to face the responsibility of ruling such huge country.", 葛 罗 米 柯 没 有 听 信 戈 尔 巴 乔 夫 的 保 证 也 没 有 冒 险 去 支 持 他 ， 相 反 他 听 从 党 内 同 志 的 建 议 提 名 自 己 并 得 到 格 里 申 的 支 持 。 甚 至 连 戈 尔 巴 乔 夫 也 投 票 支 持 他 ， 尽 管 他 明 白 这 样 做 自 己 并 不 会 得 到 什 么 回 报 。 现 在 葛 罗 米 柯 准 备 好 承 担 起 统 治 这 个 超 级 大 国 的 责 任 了 ， 他 认 为 联 盟 需 要 改 革 ， 但 要 以 稳 健 的 方 式 改 。
430f961edb1a0d8964766b5edc74af62,"Now, when Gromyko, Grishin's protector, is dead, we can declare that moderate conservative politics can't satisfy anybody. Weakening of influence in Afghanistan, failure of anti-alcohol campaign and the Acceleration, tries to restore Stalinism, unsuccessful detente - all of this is used against Grishin and his illness only makes it worse. When Grishin is sent to the hospital, Gorbachev quickly calls for the Party meeting, gets support from Ligachev and moderates and takes power.", 现 在 格 里 申 的 保 护 者 葛 罗 米 柯 去 世 了 ， 我 们 可 以 宣 称 温 和 派 和 保 守 派 的 政 策 不 能 让 所 有 人 满 意 。 对 阿 富 汗 的 影 响 力 下 降 、 反 酒 精 运 动 和 “ 加 速 战 略 ” 的 失 败 、 试 图 恢 复 斯 大 林 主 义 、 对 美 缓 和 的 失 败 ， 这 些 都 能 用 来 攻 击 格 里 申 ， 他 的 病 情 只 会 让 他 处 境 更 糟 。 随 着 格 里 申 被 送 去 医 院 ， 戈 尔 巴 乔 夫 很 快 就 召 集 了 党 中 央 成 员 们 ， 并 在 利 加 乔 夫 和 温 和 派 的 支 持 下 正 式 掌 权 。
2ccdfb5c873a7738ff2cb062f1ad6bf5,"Ligachev, who was unhappy with the results of Rebuilding and reforms, speaks against reformation, trying to criticize the Rebuilding and stop it. However, he couldn't get support of Politbureau and as a result got fired from 2nd secretary position, then mass cleanings took place in the country. Gromyko was the first one to retire...", 利 加 乔 夫 对 各 种 改 革 的 结 果 不 满 意 ， 声 明 反 对 改 革 ， 试 图 否 定 和 终 止 改 革 。 然 而 他 不 能 获 得 政 治 局 的 支 持 ， 于 是 丢 掉 了 第 二 书 记 的 职 位 ， 紧 跟 着 国 内 发 生 了 大 规 模 的 清 洗 。 葛 罗 米 柯 是 第 一 个 退 休 的 …
754d226a7e29df7385de8ecd9a3f2e3a,"In 1988 Gorbachev was the 2nd secretary and Ligachev was the head of personnel department and the 3rd secretary. However, now, when Gromyko tragically passed away, Gorbachev, being the second most powerful person in the country, led the funeral and then - the Party and the Soviet country.",1988 年 时 ， 戈 尔 巴 乔 夫 是 第 二 书 记 而 利 加 乔 夫 是 人 事 部 门 的 负 责 人 和 第 三 书 记 。 当 葛 罗 米 柯 悲 剧 性 地 离 世 时 ， 戈 尔 巴 乔 夫 作 为 这 个 国 家 的 第 二 号 人 物 主 持 了 葬 礼 ， 接 着 党 和 整 个 联 盟 也 落 入 了 他 的 手 中 。
